date,null_count_str,null_percent_str,null_count_float,null_percent_float,null_count_int,null_percent_int,null_count_bool,null_percent_bool
2022-09-18 11:38:17,,,,5.263645868810371,,,,True
2022-09-18 11:38:17,,,,6.821973965976255,,182,,True
2022-09-18 11:38:17,,gzitr,,6.932339938689304,,180,,True
2022-09-18 11:38:17,,,,,,,,True
2022-09-18 11:38:17,,meksy,,7.817600360038817,,173,,
2022-09-18 11:38:17,,pguwq,,,,,,
2022-09-18 11:38:17,,jywkc,,2.718926493908438,,121,,True
2022-09-18 11:38:17,,,,,,,,True
2022-09-18 11:38:17,,nxnaa,,4.4824410636335585,,162,,True
2022-09-18 11:38:17,epqqz,pcqev,5.330539746812238,3.3269372457201314,131,,True,True
2022-09-18 11:38:17,lunhg,uxuqw,1.95902383705505,5.708711784195128,122,,True,False
2022-09-18 11:38:17,rnbuz,wftwa,4.045225556705289,4.394746124010251,121,186,False,True
2022-09-18 11:38:17,pknml,ofhwk,3.3435844767987577,6.022325763227666,187,162,False,False
2022-09-18 11:38:17,frjbz,rekqu,5.30902171481943,,199,177,True,True
2022-09-18 11:38:17,txpbh,,3.750780833415491,2.8554427986816853,184,108,True,False
2022-09-18 11:38:17,xkfzx,uwknr,8.564300493894594,6.1193573528864915,164,167,True,False
2022-09-18 11:38:17,alwyj,smnvh,3.2215836700226657,6.619153580619661,166,153,True,False
2022-09-18 11:38:17,vrcyn,dwxjp,5.995176455148029,7.388384250707935,183,126,True,False
2022-09-18 11:38:17,jpbgn,nxmqy,3.8958533450429433,2.442184698758613,180,,False,False
2022-09-18 11:38:17,qmshm,nvdhp,6.277052630470627,3.9537787719858297,131,125,False,True
2022-09-18 11:38:17,unzkc,pkkrp,2.763944061962623,6.366965265550298,130,111,False,False
2022-09-18 11:38:17,anasv,qokgw,6.889092856872956,5.101310761492229,182,127,False,False
2022-09-18 11:38:17,slgah,faxoj,8.233554454803244,4.173738786828173,138,167,False,True
2022-09-18 11:38:17,wpmzr,,2.240189093980206,7.291550809505889,139,163,True,True
2022-09-18 11:38:17,uppte,letgz,3.9151234612062833,3.1850349530915825,158,144,False,
2022-09-18 11:38:17,hfxar,,3.605159871637703,3.5668174848343535,181,173,False,False
2022-09-18 11:38:17,eqadu,whwnc,1.547246032801817,4.215505309520358,116,192,False,False
2022-09-18 11:38:17,gelov,fskow,7.992897646183359,,186,171,True,
2022-09-18 11:38:17,bvutl,cmdqu,6.560192731855691,7.759505552012431,138,185,False,True
2022-09-18 11:38:17,ipqot,,5.708298070602747,6.0616688126195015,127,117,False,
2022-09-18 11:38:17,jwfoe,dcpyl,8.519227019307063,3.483389323902932,193,119,True,
2022-09-18 11:38:17,ubijg,tgmqp,5.192805415704087,3.527444613210686,150,,True,True
2022-09-18 11:38:17,tplem,,7.32832953821073,5.135636937084802,163,198,True,True
2022-09-18 11:38:17,nxoqt,jgqiv,7.42699287769153,2.8205290635738054,102,109,True,False
2022-09-18 11:38:17,krjhy,jiaum,6.132659892391204,,154,134,False,
2022-09-18 11:38:17,oqpkp,zuprw,1.6267632594328953,5.783229884019962,143,123,False,False
2022-09-18 11:38:17,qilje,snois,1.2202535903224683,4.381241882280268,109,129,False,True
2022-09-18 11:38:17,jfeyj,pgrgk,1.4344536023913474,4.198022386053675,186,,False,
2022-09-18 11:38:17,spvto,,2.4826331918333637,,114,176,False,True
2022-09-18 11:38:17,xhpmw,,2.2033366433951045,1.7453883008919076,151,149,True,False
2022-09-18 11:38:17,jxhik,iyjvz,4.8239974362508855,4.700196371867124,141,122,True,True
2022-09-18 11:38:17,wvgwa,xycnz,1.8376584306701262,,147,187,True,
2022-09-18 11:38:17,amasr,,4.865402598019216,,119,147,True,
2022-09-18 11:38:17,kbswm,,4.648868297730212,3.6077185940086043,172,198,True,
2022-09-18 11:38:17,gjety,gkswr,3.8858445961227197,5.123703999479794,134,198,False,False
2022-09-18 11:38:17,xomuo,lnxiq,5.436835766980155,1.3576671869825643,119,151,False,False
2022-09-18 11:38:17,mlfvv,sthrk,1.6977046168854022,4.882242334708941,100,111,False,
2022-09-18 11:38:17,xsmnm,jesvg,1.464481582784897,8.616844094759836,165,200,False,False
2022-09-18 11:38:17,mzdto,,6.127012083513088,,121,139,False,True
2022-09-18 11:38:17,hyryi,eynpy,4.683799554116364,,175,,True,True
2022-09-18 11:38:17,pdvjg,,2.5251561204511495,,102,118,True,True
2022-09-18 11:38:17,qwybp,yisem,7.835170354327772,7.340463122792667,171,,False,True
2022-09-18 11:38:17,kuohw,fnkwg,3.2417486563009152,1.7155087742847188,146,,False,False
2022-09-18 11:38:17,oxzku,ixuep,2.997733236845767,6.823735903260695,101,141,False,True
2022-09-18 11:38:17,alhxv,,6.002908831626587,3.4945036293969878,149,184,True,
2022-09-18 11:38:17,ltrbh,uojmp,1.9777801378434965,4.000843093869462,154,116,True,True
2022-09-18 11:38:17,tqnsu,,3.8072030838060265,3.602726520489772,123,121,False,False
2022-09-18 11:38:17,aktya,ccpro,7.105015218579164,4.515596115698474,170,130,True,True
2022-09-18 11:38:17,jzpdg,fbspi,3.8043920988957813,6.391042171876591,144,146,True,
2022-09-18 11:38:17,fbjww,ullmd,7.791037043797996,4.331688126581721,130,171,False,
2022-09-18 11:38:17,jrfml,yxtzm,7.756059301326019,3.701239261968248,187,101,False,False
2022-09-18 11:38:17,icqqr,,8.754473140201032,4.119290915888552,127,147,True,False
2022-09-18 11:38:17,ehljx,aolqc,2.5424413365483733,3.3271849808759564,171,106,False,False
2022-09-18 11:38:17,kfnio,rxtuu,3.4726301443554126,6.620348491904881,122,172,True,True
2022-09-18 11:38:17,xydei,kigmh,7.269261258220342,5.994750881659898,176,139,False,True
2022-09-18 11:38:17,zehwh,qmnck,7.947694497761486,,164,118,False,True
2022-09-18 11:38:17,mceob,qhkao,8.876109167447153,2.8837338591538764,137,155,False,
2022-09-18 11:38:17,gmaai,fzulv,7.777054637915599,8.375074140232988,161,138,True,
2022-09-18 11:38:17,altcg,asvfq,4.027676010476849,3.836973269882378,159,162,False,False
2022-09-18 11:38:17,wthzu,jlxnv,1.7534296592670007,3.1808844130011478,155,124,False,False
2022-09-18 11:38:17,qqpvl,ozzxo,3.164555251432289,5.704321632981748,194,103,True,True
2022-09-18 11:38:17,argtz,abvit,4.311218816676157,2.625106522333885,103,199,True,True
2022-09-18 11:38:17,sbxlc,psryv,2.6855811084878853,7.263778461158281,170,147,True,
2022-09-18 11:38:17,fhywn,,1.5923499705868893,5.2298313503940825,140,144,False,False
2022-09-18 11:38:17,uehsu,wksgl,7.575680270325744,6.790510613141486,105,125,False,
2022-09-18 11:38:17,qesym,,1.2300416791256306,8.1275050061957,162,146,True,True
2022-09-18 11:38:17,ynjga,azora,6.628679577617877,8.134866623686118,110,,False,True
2022-09-18 11:38:17,xwqai,pqvfj,8.16714463109915,5.154715089947179,175,159,True,False
2022-09-18 11:38:17,nuchd,jnfhc,5.784347837443998,3.6578650625000684,138,184,False,False
2022-09-18 11:38:17,lzape,,4.83642878213749,7.334308463716795,184,120,True,False
2022-09-18 11:38:17,uqfqi,mxekq,6.001536630125802,1.9360560268040072,134,145,True,False
2022-09-18 11:38:17,ypuox,penqt,6.090648989011458,4.698152602717197,146,195,False,True
2022-09-18 11:38:17,ghzch,ftfgm,1.743434961355732,2.1373313829767824,117,100,False,
2022-09-18 11:38:17,jidkn,goywl,4.885664126211732,6.892986296044365,125,137,False,False
2022-09-18 11:38:17,eqjgr,,6.129024926030976,7.579507021266383,191,129,False,True
2022-09-18 11:38:17,cbhog,ievkw,6.103537307565428,6.039295140008963,166,,True,True
2022-09-18 11:38:17,uoorg,,7.4796573433679745,4.159903518517059,120,162,False,False
2022-09-18 11:38:17,knfhv,,2.0012621109410516,5.9006426866299995,153,172,False,True
2022-09-18 11:38:17,dihfs,,2.5943271529165393,5.138367016631531,192,,False,
2022-09-18 11:38:17,mtoho,apeho,1.7726647955026618,1.5149749533431034,135,197,False,False
2022-09-18 11:38:17,vommb,,7.995257383488845,,164,156,True,True
2022-09-18 11:38:17,zeocf,ruuzo,7.412978833793153,3.208661489250746,164,116,False,False
2022-09-18 11:38:17,zyacw,caxka,1.6604247916394104,,179,,False,True
2022-09-18 11:38:17,tyfgg,qmqyp,6.815404843464082,,138,113,True,True
2022-09-18 11:38:17,vmjmq,cgnub,1.577478516230024,,101,131,True,False
2022-09-18 11:38:17,jiees,rpgbf,5.909074151875222,,174,104,True,
2022-09-18 11:38:17,rgnvl,fgtyv,7.151112364543797,,102,196,False,False
2022-09-18 11:38:17,nynmx,esplm,7.166816666509878,6.35683014671077,199,178,True,
2022-09-18 11:38:17,xmyzg,ashca,2.2745937202166204,5.453471852098031,168,125,True,
2022-09-18 11:38:17,wyydt,rhvxf,4.703593499506114,4.385163329553866,117,129,False,
2022-09-18 11:38:17,vezdb,,1.2735027180827443,6.56687266678795,116,152,False,False
2022-09-18 11:38:17,iatpf,qhymn,3.0079149793045805,4.60153797364139,184,126,False,True
2022-09-18 11:38:17,nycto,lzvxa,3.3842522832036925,,167,147,False,True
2022-09-18 11:38:17,efzcb,,3.2406145868687855,6.643522656716034,177,,True,True
2022-09-18 11:38:17,iesov,,6.341415747349258,4.945210974977617,117,167,True,True
2022-09-18 11:38:17,yhqfh,yardd,7.073806702700154,4.711271442571783,176,199,True,True
2022-09-18 11:38:17,affft,,4.9300967016276696,,102,174,False,True
2022-09-18 11:38:17,tvsdw,vboak,5.195942811570146,1.2672741503096094,153,139,False,True
2022-09-18 11:38:17,xisoc,gvhvc,2.329409134575796,5.92133197088746,128,,True,
2022-09-18 11:38:17,yyjro,xcdpn,8.65932566747014,5.639858955381366,155,135,True,False
2022-09-18 11:38:17,vtluh,hanqu,2.9480307003127457,3.1850097766271457,156,,True,False
2022-09-18 11:38:17,newsu,dcsol,7.18373827028449,2.8875395871576677,125,134,True,True
2022-09-18 11:38:17,hbgzb,pycii,1.5525970840026713,8.093806980423542,150,189,True,True
2022-09-18 11:38:17,khwaz,wiuan,1.2183015871098086,,155,128,True,False
2022-09-18 11:38:17,vmfvy,lirvc,6.315997315250301,1.370075348182489,193,163,False,False
2022-09-18 11:38:17,ojauo,axsgi,3.4517318291792733,,168,200,False,True
2022-09-18 11:38:17,azttf,xqdfi,3.479077661351366,5.855128627992518,179,109,True,False
2022-09-18 11:38:17,wovwi,mxlew,4.8268914423378755,4.272266943221267,133,122,False,False
2022-09-18 11:38:17,srvbt,uysvn,1.7366421365737303,8.508681852462301,146,132,True,False
2022-09-18 11:38:17,wqogl,vtycw,1.2051656244354385,1.4159968880606162,138,,True,True
2022-09-18 11:38:17,ykdqc,ktgqj,2.7942059906124648,3.2899387159256372,120,103,False,False
2022-09-18 11:38:17,sfcuk,biduz,2.486894844731127,3.1494824535182744,173,184,True,True
2022-09-18 11:38:17,pgdoe,,7.604159990638504,,102,129,False,
2022-09-18 11:38:17,pzbks,oeqrt,5.346983463303246,8.239394543938769,155,165,True,
2022-09-18 11:38:17,qfubm,wtgkn,5.943461047675655,1.5298443164840343,189,,True,
2022-09-18 11:38:17,dfply,lpdnh,3.7408398120658353,8.637947797293435,166,147,True,False
2022-09-18 11:38:17,ukinv,ovags,1.5055094780364735,5.27493150309483,156,166,True,False
2022-09-18 11:38:17,syyid,,1.7642066266254117,5.2842290283922,147,187,True,False
2022-09-18 11:38:17,tigop,zeykn,6.375382870334891,,162,170,False,
2022-09-18 11:38:17,lldzl,btvzq,4.382658715166865,1.6875177346700698,146,178,True,True
2022-09-18 11:38:17,sfxjz,zbisu,3.8576407073101224,4.781048057986696,182,177,True,False
2022-09-18 11:38:17,igqvz,czqig,7.359254136880267,1.6571635214442222,120,192,True,True
2022-09-18 11:38:17,rkyrv,zvenw,7.0030694234822395,,125,179,True,
2022-09-18 11:38:17,qdqzn,yhcie,6.158255448415938,1.7966589988152641,123,175,True,True
2022-09-18 11:38:17,ndznm,dcbvb,4.593986896602451,7.737619835440636,121,134,False,False
2022-09-18 11:38:17,lvrdy,fdxrh,7.2407707931505305,3.15662489898422,195,115,True,True
2022-09-18 11:38:17,sfqwn,ndsij,2.319032175497515,6.457584032735388,191,128,False,True
2022-09-18 11:38:17,ysfpy,,2.618980424774361,4.503496231362585,101,113,True,True
2022-09-18 11:38:17,kizkg,xvbih,5.211486552522761,,131,109,True,
2022-09-18 11:38:17,ltlxq,mofow,5.6066993642436325,6.6841950703402615,107,120,False,True
2022-09-18 11:38:17,uytdd,,4.0042497624335605,,186,189,False,False
2022-09-18 11:38:17,wsehw,isojp,2.058035036360615,,125,144,False,True
2022-09-18 11:38:17,qihtk,,2.0591142197943624,8.763088914721775,184,137,False,True
2022-09-18 11:38:17,jayxt,lrkon,3.941685763690499,,182,,True,False
2022-09-18 11:38:17,axdev,nyhvw,6.6110536770340405,4.050059144963098,191,193,False,
2022-09-18 11:38:17,wyobw,pskiy,6.702377406275556,7.5828163999627884,138,154,False,True
2022-09-18 11:38:17,nqqqf,gohox,4.177723071424674,1.9689728459425941,147,,False,True
2022-09-18 11:38:17,qtuhl,lrsfb,6.465563361132854,,113,107,False,False
2022-09-18 11:38:17,adglr,,6.161295868656419,7.164404165558377,165,190,False,
2022-09-18 11:38:17,igsdi,suyrf,3.5696519968770275,8.021231875131331,186,115,True,True
2022-09-18 11:38:17,yrhdu,wuelh,5.420842406882293,3.382457836725103,199,171,True,False
2022-09-18 11:38:17,bvcyc,yjofi,1.41536734221752,5.3277373326109645,163,172,True,True
2022-09-18 11:38:17,rinwo,llbyg,5.132326455012873,,177,128,False,True
2022-09-18 11:38:17,fjpuy,qhgnr,4.243076712891848,1.6589718305899857,161,176,False,False
2022-09-18 11:38:17,czfpv,bdghg,4.4388229746657135,4.693534527966234,106,199,False,True
2022-09-18 11:38:17,khlpm,riyms,2.8793222227262745,2.060469205178215,146,126,False,True
2022-09-18 11:38:17,jqqel,hyryf,5.685485715448578,,108,163,True,False
2022-09-18 11:38:17,xocyo,cqsek,8.205907794110951,6.392896069925025,141,159,False,True
2022-09-18 11:38:17,qozek,amams,2.074992025483007,6.470281968696145,184,125,True,True
2022-09-18 11:38:17,eebnm,izvks,3.5464406900992724,5.102776558750205,131,,True,
2022-09-18 11:38:17,renef,hzmxf,5.073495917980385,,141,141,False,True
2022-09-18 11:38:17,hhpfx,tryml,4.7419677989981235,7.698850945825413,141,181,False,
2022-09-18 11:38:17,pliqt,dmrea,3.942633577014166,1.8258587338359968,177,104,False,
2022-09-18 11:38:17,zkysz,zjewa,2.293252880353423,1.4463466256842568,142,,False,False
2022-09-18 11:38:17,fepiv,mmich,5.9476275906781675,8.260220762554285,108,,False,False
2022-09-18 11:38:17,tosxj,,5.983761347275036,6.4561931008352795,153,167,False,True
2022-09-18 11:38:17,yrbvk,gwqss,3.643494400376639,,132,100,False,
2022-09-18 11:38:17,cqhzq,xlmee,8.514117891642398,4.265428624001219,171,182,True,True
2022-09-18 11:38:17,ngmxb,opkao,1.9739850471365552,,173,186,False,True
2022-09-18 11:38:17,eitme,kfvga,2.9640284520908002,8.11526808589958,186,,True,True
2022-09-18 11:38:17,llqha,jgprk,5.540646195751555,5.18200991396247,119,159,False,
2022-09-18 11:38:17,pyplf,,2.242012213183274,7.347361527031646,106,138,False,False
2022-09-18 11:38:17,wjlvo,,2.4102129847308396,1.6672629220283643,173,185,True,True
2022-09-18 11:38:17,htokj,,6.662320725156477,,157,167,True,False
2022-09-18 11:38:17,zqvrt,thkwd,5.378219712719015,2.0178077953207447,182,185,False,False
2022-09-18 11:38:17,ltpab,,2.1020150793639756,,176,181,True,True
2022-09-18 11:38:17,vomfq,crjej,6.615956748795839,1.5231789153458857,197,127,False,True
2022-09-18 11:38:17,xiydq,mjuki,3.227689599788226,3.216293607978293,139,147,False,False
2022-09-18 11:38:17,bwesv,qiefh,5.907227900631754,6.593418478891446,189,121,False,True
2022-09-18 11:38:17,ujpaf,obzbr,7.360029533744691,7.247059116130502,139,125,True,False
2022-09-18 11:38:17,jvmkr,sfmei,3.956765219892759,5.015083311596842,117,174,False,True
2022-09-18 11:38:17,yvqzb,yuqcg,4.700321418714786,2.5296720214253443,140,142,True,False
