date,platform,version,user_id
2022-09-18 11:38:17,windows,3,98
2022-09-18 11:38:17,windows,2,8
2022-09-18 11:38:17,windows,1,295
2022-09-18 11:38:17,windows,1,247
2022-09-18 11:38:17,windows,1,284
2022-09-18 11:38:17,windows,1,270
2022-09-18 11:38:17,windows,2,237
2022-09-18 11:38:17,windows,2,139
2022-09-18 11:38:17,windows,2,195
2022-09-18 11:38:17,windows,3,295
2022-09-18 11:38:17,windows,2,39
2022-09-18 11:38:17,windows,1,293
2022-09-18 11:38:17,windows,2,185
2022-09-18 11:38:17,windows,2,277
2022-09-18 11:38:17,windows,1,191
2022-09-18 11:38:17,windows,1,7
2022-09-18 11:38:17,windows,1,284
2022-09-18 11:38:17,windows,1,296
2022-09-18 11:38:17,windows,2,264
2022-09-18 11:38:17,windows,3,99
2022-09-18 11:38:17,windows,1,224
2022-09-18 11:38:17,windows,1,39
2022-09-18 11:38:17,windows,2,255
2022-09-18 11:38:17,windows,2,183
2022-09-18 11:38:17,windows,2,299
2022-09-18 11:38:17,windows,3,286
2022-09-18 11:38:17,windows,1,69
2022-09-18 11:38:17,windows,2,29
2022-09-18 11:38:17,windows,1,81
2022-09-18 11:38:17,windows,1,225
2022-09-18 11:38:17,android,1,273
2022-09-18 11:38:17,android,3,63
2022-09-18 11:38:17,android,2,147
2022-09-18 11:38:17,android,2,168
2022-09-18 11:38:17,android,1,291
2022-09-18 11:38:17,android,2,153
2022-09-18 11:38:17,android,3,56
2022-09-18 11:38:17,android,2,105
2022-09-18 11:38:17,android,2,179
2022-09-18 11:38:17,android,1,125
2022-09-18 11:38:17,android,2,158
2022-09-18 11:38:17,android,3,24
2022-09-18 11:38:17,android,3,184
2022-09-18 11:38:17,android,1,262
2022-09-18 11:38:17,android,2,157
2022-09-18 11:38:17,android,3,162
2022-09-18 11:38:17,android,1,158
2022-09-18 11:38:17,android,3,265
2022-09-18 11:38:17,android,3,87
2022-09-18 11:38:17,android,1,43
2022-09-18 11:38:17,android,1,79
2022-09-18 11:38:17,android,1,253
2022-09-18 11:38:17,android,3,144
2022-09-18 11:38:17,android,2,65
2022-09-18 11:38:17,android,1,98
2022-09-18 11:38:17,android,3,208
2022-09-18 11:38:17,android,2,113
2022-09-18 11:38:17,android,1,149
2022-09-18 11:38:17,android,1,93
2022-09-18 11:38:17,android,2,174
2022-09-18 11:38:17,android,2,269
2022-09-18 11:38:17,android,3,79
2022-09-18 11:38:17,android,2,126
2022-09-18 11:38:17,android,3,198
2022-09-18 11:38:17,android,3,146
2022-09-18 11:38:17,android,2,200
2022-09-18 11:38:17,android,3,242
2022-09-18 11:38:17,android,3,160
2022-09-18 11:38:17,android,3,206
2022-09-18 11:38:17,android,3,76
2022-09-18 11:38:17,android,3,112
2022-09-18 11:38:17,android,3,175
2022-09-18 11:38:17,android,2,145
2022-09-18 11:38:17,android,1,175
2022-09-18 11:38:17,android,3,81
2022-09-18 11:38:17,android,3,108
2022-09-18 11:38:17,android,2,204
2022-09-18 11:38:17,android,1,22
2022-09-18 11:38:17,android,2,34
2022-09-18 11:38:17,android,3,92
2022-09-18 11:38:17,android,2,287
2022-09-18 11:38:17,android,1,33
2022-09-18 11:38:17,android,2,237
2022-09-18 11:38:17,android,3,113
2022-09-18 11:38:17,android,2,71
2022-09-18 11:38:17,android,1,79
2022-09-18 11:38:17,android,1,157
2022-09-18 11:38:17,android,2,56
2022-09-18 11:38:17,android,3,153
2022-09-18 11:38:17,android,2,110
2022-09-18 11:38:17,android,1,210
2022-09-18 11:38:17,android,1,178
2022-09-18 11:38:17,android,3,186
2022-09-18 11:38:17,android,3,6
2022-09-18 11:38:17,android,3,169
2022-09-18 11:38:17,android,2,234
2022-09-18 11:38:17,android,1,125
2022-09-18 11:38:17,android,1,280
2022-09-18 11:38:17,android,1,112
2022-09-18 11:38:17,android,1,7
2022-09-18 11:38:17,android,2,169
2022-09-18 11:38:17,android,2,176
2022-09-18 11:38:17,android,3,284
2022-09-18 11:38:17,android,1,269
2022-09-18 11:38:17,android,2,50
2022-09-18 11:38:17,android,2,175
2022-09-18 11:38:17,android,1,69
2022-09-18 11:38:17,android,3,275
2022-09-18 11:38:17,android,1,173
2022-09-18 11:38:17,android,3,52
2022-09-18 11:38:17,android,3,268
2022-09-18 11:38:17,android,3,215
2022-09-18 11:38:17,android,3,179
2022-09-18 11:38:17,android,1,91
2022-09-18 11:38:17,android,1,235
2022-09-18 11:38:17,android,3,140
2022-09-18 11:38:17,android,1,145
2022-09-18 11:38:17,android,3,276
2022-09-18 11:38:17,android,2,244
2022-09-18 11:38:17,android,3,296
2022-09-18 11:38:17,android,1,274
2022-09-18 11:38:17,android,3,232
2022-09-18 11:38:17,android,1,205
2022-09-18 11:38:17,android,2,297
2022-09-18 11:38:17,android,3,111
2022-09-18 11:38:17,android,2,61
2022-09-18 11:38:17,android,2,232
2022-09-18 11:38:17,android,2,193
2022-09-18 11:38:17,android,3,222
2022-09-18 11:38:17,android,1,279
2022-09-18 11:38:17,android,1,86
2022-09-18 11:38:17,android,2,159
2022-09-18 11:38:17,android,3,152
2022-09-18 11:38:17,android,3,210
2022-09-18 11:38:17,android,1,92
2022-09-18 11:38:17,android,1,261
2022-09-18 11:38:17,android,1,70
2022-09-18 11:38:17,android,3,51
2022-09-18 11:38:17,android,1,96
2022-09-18 11:38:17,android,2,231
2022-09-18 11:38:17,android,2,173
2022-09-18 11:38:17,android,3,49
2022-09-18 11:38:17,android,3,238
2022-09-18 11:38:17,android,3,275
2022-09-18 11:38:17,android,3,121
2022-09-18 11:38:17,android,2,234
2022-09-18 11:38:17,android,3,246
2022-09-18 11:38:17,android,3,97
2022-09-18 11:38:17,android,1,213
2022-09-18 11:38:17,android,3,82
2022-09-18 11:38:17,android,1,202
2022-09-18 11:38:17,android,1,217
2022-09-18 11:38:17,android,2,184
2022-09-18 11:38:17,android,1,91
2022-09-18 11:38:17,android,3,211
2022-09-18 11:38:17,android,1,26
2022-09-18 11:38:17,android,1,206
2022-09-18 11:38:17,android,1,20
2022-09-18 11:38:17,android,2,198
2022-09-18 11:38:17,android,3,50
2022-09-18 11:38:17,android,3,224
2022-09-18 11:38:17,android,1,275
2022-09-18 11:38:17,android,2,184
2022-09-18 11:38:17,android,1,173
2022-09-18 11:38:17,android,3,126
2022-09-18 11:38:17,ios,3,107
2022-09-18 11:38:17,ios,1,277
2022-09-18 11:38:17,ios,3,86
2022-09-18 11:38:17,ios,3,244
2022-09-18 11:38:17,ios,1,203
2022-09-18 11:38:17,ios,3,189
2022-09-18 11:38:17,ios,1,255
2022-09-18 11:38:17,ios,3,227
2022-09-18 11:38:17,ios,2,240
2022-09-18 11:38:17,ios,1,283
2022-09-18 11:38:17,ios,3,43
2022-09-18 11:38:17,ios,1,55
2022-09-18 11:38:17,ios,2,259
2022-09-18 11:38:17,ios,3,164
2022-09-18 11:38:17,ios,3,61
2022-09-18 11:38:17,ios,1,43
2022-09-18 11:38:17,ios,2,268
2022-09-18 11:38:17,ios,2,270
2022-09-18 11:38:17,ios,3,145
2022-09-18 11:38:17,ios,2,5
2022-09-18 11:38:17,ios,3,159
2022-09-18 11:38:17,ios,2,249
2022-09-18 11:38:17,ios,2,193
2022-09-18 11:38:17,ios,3,59
2022-09-18 11:38:17,ios,3,293
2022-09-18 11:38:17,ios,2,244
2022-09-18 11:38:17,ios,1,234
2022-09-18 11:38:17,ios,3,156
2022-09-18 11:38:17,ios,2,98
2022-09-18 11:38:17,ios,2,236
2022-09-18 11:38:17,ios,1,300
2022-09-18 11:38:17,ios,3,38
2022-09-18 11:38:17,ios,3,9
2022-09-18 11:38:17,ios,2,65
2022-09-18 11:38:17,ios,2,17
2022-09-18 11:38:17,ios,3,225
2022-09-18 11:38:17,ios,1,226
2022-09-18 11:38:17,ios,3,249
2022-09-18 11:38:17,ios,3,58
2022-09-18 11:38:17,ios,3,235
2022-09-18 11:38:17,ios,1,78
2022-09-18 11:38:17,ios,2,45
2022-09-18 11:38:17,ios,1,7
2022-09-18 11:38:17,ios,3,196
2022-09-18 11:38:17,ios,2,208
2022-09-18 11:38:17,ios,3,110
2022-09-18 11:38:17,ios,2,31
2022-09-18 11:38:17,ios,2,263
2022-09-18 11:38:17,ios,3,171
2022-09-18 11:38:17,ios,1,6
2022-09-18 11:38:17,ios,3,11
2022-09-18 11:38:17,ios,2,18
2022-09-18 11:38:17,ios,3,27
2022-09-18 11:38:17,ios,3,52
2022-09-18 11:38:17,ios,1,174
2022-09-18 11:38:17,ios,3,109
2022-09-18 11:38:17,ios,3,13
2022-09-18 11:38:17,ios,2,148
2022-09-18 11:38:17,ios,2,21
2022-09-18 11:38:17,ios,2,119
2022-09-18 11:38:17,ios,2,266
2022-09-18 11:38:17,ios,2,22
2022-09-18 11:38:17,ios,1,171
2022-09-18 11:38:17,ios,3,186
2022-09-18 11:38:17,ios,2,127
2022-09-18 11:38:17,ios,3,205
2022-09-18 11:38:17,ios,2,169
2022-09-18 11:38:17,ios,2,279
2022-09-18 11:38:17,ios,2,92
2022-09-18 11:38:17,ios,2,15
2022-09-18 11:38:17,ios,2,285
2022-09-18 11:38:17,ios,2,48
2022-09-18 11:38:17,ios,2,125
2022-09-18 11:38:17,ios,1,1
2022-09-18 11:38:17,ios,1,275
2022-09-18 11:38:17,ios,2,247
2022-09-18 11:38:17,ios,2,179
2022-09-18 11:38:17,ios,3,205
2022-09-18 11:38:17,ios,1,184
2022-09-18 11:38:17,ios,2,83
2022-09-18 11:38:17,ios,2,265
2022-09-18 11:38:17,ios,3,14
2022-09-18 11:38:17,ios,2,9
2022-09-18 11:38:17,ios,1,61
2022-09-18 11:38:17,ios,2,48
2022-09-18 11:38:17,ios,3,287
2022-09-18 11:38:17,ios,3,18
2022-09-18 11:38:17,ios,3,240
2022-09-18 11:38:17,ios,3,294
2022-09-18 11:38:17,ios,3,172
2022-09-18 11:38:17,ios,2,99
2022-09-18 11:38:17,ios,1,149
2022-09-18 11:38:17,ios,2,118
2022-09-18 11:38:17,ios,3,120
2022-09-18 11:38:17,ios,2,7
2022-09-18 11:38:17,ios,2,55
2022-09-18 11:38:17,ios,2,190
2022-09-18 11:38:17,ios,3,14
2022-09-18 11:38:17,ios,3,62
2022-09-18 11:38:17,ios,2,16
2022-09-18 11:38:17,ios,1,75
2022-09-18 11:38:17,ios,3,221
2022-09-18 11:38:17,ios,2,253
2022-09-18 11:38:17,ios,3,256
2022-09-18 11:38:17,ios,3,296
2022-09-18 11:38:17,ios,3,181
2022-09-18 11:38:17,ios,3,154
2022-09-18 11:38:17,ios,1,157
2022-09-18 11:38:17,ios,2,180
2022-09-18 11:38:17,ios,3,188
2022-09-18 11:38:17,ios,1,164
2022-09-18 11:38:17,ios,2,81
2022-09-18 11:38:17,ios,1,87
2022-09-18 11:38:17,ios,3,78
2022-09-18 11:38:17,ios,2,108
2022-09-18 11:38:17,ios,2,49
2022-09-18 11:38:17,ios,1,92
2022-09-18 11:38:17,ios,3,32
2022-09-18 11:38:17,ios,1,68
2022-09-18 11:38:17,ios,3,208
2022-09-18 11:38:17,ios,1,65
2022-09-18 11:38:17,ios,1,19
2022-09-18 11:38:17,ios,2,41
2022-09-18 11:38:17,ios,2,88
2022-09-18 11:38:17,ios,3,9
2022-09-18 11:38:17,ios,1,57
2022-09-18 11:38:17,ios,2,233
2022-09-18 11:38:17,ios,2,259
2022-09-18 11:38:17,ios,2,294
2022-09-18 11:38:17,ios,1,102
2022-09-18 11:38:17,ios,2,49
2022-09-18 11:38:17,ios,2,175
2022-09-18 11:38:17,ios,2,36
2022-09-18 11:38:17,ios,1,282
2022-09-18 11:38:17,ios,2,29
2022-09-17 11:38:17,windows,1,53
2022-09-17 11:38:17,windows,1,215
2022-09-17 11:38:17,windows,1,30
2022-09-17 11:38:17,windows,2,286
2022-09-17 11:38:17,windows,1,73
2022-09-17 11:38:17,windows,1,233
2022-09-17 11:38:17,windows,1,182
2022-09-17 11:38:17,windows,3,9
2022-09-17 11:38:17,windows,1,275
2022-09-17 11:38:17,windows,3,67
2022-09-17 11:38:17,windows,2,208
2022-09-17 11:38:17,windows,2,208
2022-09-17 11:38:17,windows,2,248
2022-09-17 11:38:17,windows,3,236
2022-09-17 11:38:17,windows,3,230
2022-09-17 11:38:17,windows,1,36
2022-09-17 11:38:17,windows,1,45
2022-09-17 11:38:17,windows,1,236
2022-09-17 11:38:17,windows,3,48
2022-09-17 11:38:17,windows,1,239
2022-09-17 11:38:17,windows,1,158
